customer_id,latitude,longitude,volume
C01487,12.9568284,77.7403071,1
C01488,13.0278171,77.5572395,1
C01489,13.0368048,77.6548747,1
C01490,13.0017378,77.630831,8
C01491,12.8819309,77.470935,2
C01492,13.0677887,77.5754934,20
C01493,12.9777094,77.6280218,2
C01494,12.9949231,77.6078993,4
C01495,12.8879571,77.5626885,10
C01496,12.868371,77.6550611,14
C01497,12.9927313,77.6051119,14
C01498,12.9851088,77.7480845,8
C01499,12.9754222,77.636333,7
C01500,12.8407276,77.5972657,5
C01501,12.9675399,77.6703009,6
C01502,12.9643458,77.5433388,2
C01503,12.9158584,77.6989689,2
C01504,12.9612458,77.7162332,3
C01505,12.9720603,77.6044944,3
C01506,12.9170622,77.5786109,2
C01507,12.9489087,77.6872536,5
C01508,12.8717255,77.574927,6
C01509,12.9282084,77.6066821,4
C01510,12.9588104,77.5868782,9
C01511,13.001038,77.6623051,1
C01512,12.9555948,77.6418006,3
C01513,13.0833773,77.640726,2
C01514,13.000323,77.5503429,1
C01515,12.949846,77.715858,3
C01516,12.9640632,77.5509417,3
C01517,12.9401959,77.6253387,10
C01518,12.9726612,77.5353834,5
C01519,13.0100409,77.6674667,2
C01520,12.9582324,77.7098778,12
C01521,12.9641889,77.6055336,8
C01522,12.9882001,77.7311874,5
C01523,13.0221896,77.5509196,3
C01524,12.9094886,77.5499478,2
C01525,12.9680875,77.7487636,3
C01526,12.9693295,77.7496344,7
C01527,12.9255939,77.5861537,12
C01528,12.9085132,77.6515084,10
C01529,12.8434539,77.6443197,2
C01530,13.0575615,77.5898797,2
C01531,12.9230562,77.5934443,4
C01532,12.9162574,77.6148293,1
C01533,12.8616608,77.6014989,4
C01534,12.9121681,77.6495312,3
C01535,13.0061753,77.6408332,2
C01536,12.9126127,77.6328172,1
C01537,12.9692793,77.5895999,5
C01538,13.0241492,77.52766,2
C01539,12.9070866,77.5855025,1
C01540,12.9743213,77.6004186,1
C01541,12.9729726,77.6463407,3
C01542,12.9721976,77.7494321,11
C01543,12.980889,77.7089872,11
C01544,12.9851522,77.6737584,2
C01545,12.9863241,77.5819893,2
C01546,13.0230447,77.6473827,5
C01547,12.9589685,77.7175748,2
C01548,12.9889359,77.574743,4
C01549,12.9226172,77.5932227,6
C01550,12.9144593,77.6355359,8
C01551,13.0010474,77.5499307,3
C01552,13.003328,77.712439,3
C01553,13.0469642,77.501634,2
C01554,13.0015902,77.5633746,2
C01555,12.9867857,77.6905629,3
C01556,13.0607746,77.5009314,4
C01557,12.9966313,77.671863,6
C01558,12.9536152,77.5925145,2
C01559,12.9449679,77.628935,9
C01560,13.0486343,77.6446688,3
C01561,13.1134906,77.6877066,3
C01562,12.9676761,77.7167208,2
C01563,12.8909372,77.6091428,1
C01564,12.9048588,77.5442073,6
C01565,13.0375814,77.6927879,6
C01566,13.0252235,77.603522,3
C01567,12.9177922,77.645042,3
C01568,12.9983978,77.5527249,5
C01569,12.9197662,77.6493372,1
C01570,12.9642551,77.585456,2
C01571,12.9352797,77.6157628,6
C01572,12.9592241,77.7462486,1
C01573,12.8889424,77.6257834,4
C01574,13.0592214,77.5903843,1
C01575,12.9447935,77.6199116,5
C01576,12.9270964,77.5924045,3
C01577,12.941643,77.5934988,1
C01578,12.9672282,77.5412711,8
C01579,12.8599691,77.5424109,2
C01580,12.9703117,77.6094111,2
C01581,12.8911059,77.5794158,4
C01582,12.957471,77.6551567,7
C01583,13.0428978,77.5914477,2
C01584,12.8965444,77.4622237,3
C01585,12.9282791,77.5162838,4
C01586,13.019548,77.6435611,5
C01587,12.9692948,77.6401698,4
C01588,12.8866506,77.5822279,3
C01589,12.9694407,77.6829323,2
C01590,12.9658,77.4001418,4
C01591,12.9837933,77.7036676,2
C01592,12.9546676,77.5918156,1
C01593,12.9003214,77.6751463,5
C01594,12.9832736,77.5913894,6
C01595,13.0204243,77.6439492,1
C01596,12.9596781,77.6492376,2
C01597,13.0600088,77.5926696,5
C01598,12.9456667,77.6289508,14
C01599,12.9778698,77.5161012,3
C01600,12.972756,77.535702,2
C01601,13.0254302,77.6417703,3
C01602,12.9750422,77.5760425,9
C01603,12.9961239,77.6132737,2
C01604,12.9568659,77.7392665,2
C01605,12.9165756,77.6515256,2
C01606,13.0328638,77.671933,2
C01607,13.0218371,77.7621464,4
C01608,12.9482673,77.7463384,10
C01609,13.0589004,77.6431033,4
C01610,12.9546737,77.7152773,3
C01611,12.9899872,77.5720957,3
C01612,12.9306649,77.6760591,1
C01613,12.9641674,77.5819272,6
C01614,12.9634592,77.6016559,3
C01615,13.0744052,77.5671794,3
C01616,12.9722832,77.6492067,31
C01617,12.9048437,77.6445035,4
C01618,12.9041861,77.6778517,2
C01619,13.0007426,77.6234215,2
C01620,12.9205931,77.6330004,7
C01621,12.9509424,77.5845687,4
C01622,13.0016107,77.6236458,1
C01623,13.0064373,77.6720657,6
C01624,13.0222937,77.5847256,2
C01625,12.9733488,77.6136783,12
C01626,12.8954237,77.6012179,7
C01627,13.0736677,77.786977,2
C01628,13.0124349,77.6483353,8
C01629,12.9613496,77.6399618,3
C01630,12.9608263,77.7161067,6
C01631,12.9807471,77.5766813,5
C01632,12.9922759,77.568733,2
C01633,12.9282063,77.7409446,2
C01634,12.9809183,77.6028112,7
C01635,13.0045524,77.5711963,3
C01636,12.8410461,77.6502896,3
C01637,12.9261144,77.5818696,2
C01638,12.8855512,77.5823969,4
C01639,12.9783177,77.6979604,14
C01640,13.0983626,77.5708541,2
C01641,12.8403531,77.6637698,3
C01642,12.9089857,77.6491678,9
C01643,12.934646,77.6125298,3
C01644,12.9965998,77.6141717,5
C01645,12.9341451,77.566062,2
C01646,13.0264438,77.5933686,4
C01647,12.9120609,77.6493739,3
C01648,12.9742399,77.5305116,7
C01649,13.0614636,77.517997,8
C01650,13.0677035,77.5540336,20
C01651,12.9981136,77.6656155,5
C01652,12.9098411,77.5210794,4
C01653,12.9703797,77.6373977,4
C01654,12.9411755,77.6277014,3
C01655,12.9778584,77.4305523,4
C01656,13.026358,77.6354942,3
C01657,12.9595457,77.7476967,4
C01658,13.033656,77.674772,8
C01659,12.9388385,77.5981785,2
C01660,12.988882,77.5754312,7
C01661,12.9934609,77.4022168,8
C01662,13.1068384,77.5708394,3
C01663,12.9783951,77.5875863,1
C01664,12.9108405,77.6244568,2
C01665,12.9353486,77.6249595,8
C01666,12.996754,77.5689626,3
C01667,12.9745356,77.6041724,2
C01668,12.9234527,77.5697585,2
C01669,13.0016248,77.661574,6
C01670,12.9665114,77.6417193,5
C01671,12.9712356,77.6068514,3
C01672,12.9697082,77.5366305,3
C01673,12.9537213,77.6203916,3
C01674,12.9874353,77.6894176,2
C01675,12.9772171,77.5766278,10
C01676,13.0391525,77.5310256,3
C01677,12.973967,77.5479135,8
C01678,12.947,77.5817368,10
C01679,12.935468,77.6172102,7
C01680,12.9901302,77.5722123,2
C01681,12.984291,77.5543158,4
C01682,12.9380674,77.6188279,3
C01683,12.9478186,77.593784,2
C01684,12.9570155,77.5697127,4
C01685,12.8552347,77.6755285,1
C01686,12.959071,77.7214103,8
C01687,13.1110497,77.5797494,2
C01688,12.9573627,77.7366502,4
C01689,12.9709607,77.5370233,4
C01690,12.9061738,77.5825444,3
C01691,12.8870681,77.5929243,5
C01692,12.9974737,77.6202808,2
C01693,12.9771368,77.5758801,6
C01694,12.9717337,77.5963457,1
C01695,13.1716301,77.5580807,4
C01696,12.973936,77.6509982,13
C01697,13.1983834,77.7137963,2
C01698,13.0061199,77.5543676,2
C01699,12.9760932,77.6293447,5
C01700,12.9322145,77.6130714,4
C01701,12.8019333,77.5742779,4
C01702,12.9965586,77.6136291,5
C01703,12.834844,77.6954513,5
C01704,13.0117027,77.5520208,7
C01705,12.8850998,77.5823163,4
C01706,12.9622172,77.5955424,3
C01707,13.0618704,77.5871393,5
C01708,12.9854258,77.6733538,13
C01709,12.9205575,77.6088459,3
C01710,12.9263412,77.5971456,2
C01711,13.0295016,77.5684762,7
C01712,12.9810668,77.6019607,3
C01713,12.9989839,77.6690515,1
C01714,13.0406271,77.6236064,6
C01715,13.0708611,77.5901247,2
C01716,12.9450345,77.6289388,3
C01717,13.040249,77.6241636,4
C01718,12.9061991,77.5794423,4
C01719,13.0210066,77.6290727,5
C01720,13.0056969,77.5721063,2
C01721,12.9649509,77.5739492,5
C01722,12.9359199,77.5127796,3
C01723,12.9858451,77.6686567,6
C01724,12.934866,77.6135893,5
C01725,12.9457759,77.5717284,2
C01726,12.924405,77.5647251,7
C01727,13.0355903,77.5576295,2
C01728,12.938312,77.5843066,6
C01729,13.0081572,77.5712887,4
C01730,12.9453667,77.5709983,12
C01731,12.9982004,77.5715144,3
C01732,13.0131425,77.5544949,3
C01733,12.9551584,77.6512286,3
C01734,12.9737848,77.5498201,3
C01735,12.9854461,77.5111646,6
C01736,12.9646081,77.7148543,1
C01737,12.983332,77.7042603,2
C01738,12.9732601,77.6146209,2
C01739,12.9979947,77.5516305,6
C01740,12.9137798,77.6484692,11
C01741,13.0775521,77.5813643,3
C01742,12.9870759,77.5947417,3
C01743,12.9959683,77.5309876,3
C01744,12.9746281,77.5849104,7
C01745,12.9323585,77.5634884,2
C01746,12.9966847,77.5711946,4
C01747,12.9355492,77.6287026,7
C01748,12.9481186,77.6796811,5
C01749,12.9746134,77.6076807,4
C01750,12.9644592,77.7153356,7
C01751,12.9845377,77.6758162,1
C01752,12.9590374,77.7170519,5
C01753,12.9840786,77.6781324,2
C01754,12.9294166,77.6323832,1
C01755,12.9476395,77.5828504,5
C01756,13.0217981,77.5535633,9
C01757,13.096158,77.5776681,3
C01758,13.0013935,77.5714407,6
C01759,12.9560339,77.7253817,10
C01760,12.9575366,77.6160559,8
C01761,13.0170367,77.5664416,10
C01762,12.9109555,77.6065615,6
C01763,12.9646584,77.6031932,4
C01764,12.9624344,77.635802,1
C01765,12.9202333,77.6510302,3
C01766,12.913853,77.5426932,2
C01767,12.9578411,77.5694747,15
C01768,12.960426,77.7179478,3
C01769,12.9776188,77.5313254,4
C01770,12.9482721,77.5970484,5
C01771,12.9708978,77.6269272,3
C01772,12.9228336,77.6731286,11
C01773,12.9829982,77.6387041,2
C01774,12.9387218,77.584117,4
C01775,12.9768053,77.6322245,2
C01776,12.9458365,77.576673,1
C01777,13.0232546,77.6318732,2
C01778,12.9993708,77.5692875,3
C01779,12.942581,77.6089966,2
C01780,12.9867911,77.7022916,2
C01781,12.9166127,77.6150722,1
C01782,12.9703055,77.6399193,3
C01783,12.8998165,77.6083074,1
C01784,12.9687765,77.6368865,6
C01785,13.0600947,77.5766579,4
C01786,12.9728232,77.6170871,1
C01787,13.0188169,77.7043872,3
C01788,12.9653573,77.5964137,2
C01789,13.0629067,77.5858824,4
C01790,12.8901398,77.6734141,8
C01791,12.9675475,77.7142023,1
C01792,12.974724,77.6071951,4
C01793,12.9572779,77.7094779,3
C01794,12.9744756,77.5334818,5
C01795,13.0711177,77.6519807,4
C01796,12.9687034,77.6935455,2
C01797,12.9965253,77.5631963,3
C01798,12.8911861,77.6064469,2
C01799,12.8461108,77.7768872,7
C01800,13.1991569,77.7079889,3
C01801,13.0066743,77.5551666,13
C01802,13.0723261,77.5859582,3
C01803,12.9598638,77.5334473,2
C01804,12.9737084,77.6204856,1
C01805,12.916731,77.5999663,1
C01806,12.9549791,77.5923186,1
C01807,13.0059324,77.57696,4
C01808,12.9180396,77.631926,5
C01809,12.9923298,77.7131282,1
C01810,13.0179119,77.5680685,6
C01811,12.9065354,77.5898784,2
C01812,13.1283341,77.5879964,4
C01813,12.9953279,77.5712934,10
C01814,12.9813678,77.4851178,6
C01815,13.0359144,77.58924,3
C01816,12.9122707,77.5860983,2
C01817,12.8453804,77.6648625,1
C01818,12.9772434,77.5629482,2
C01819,12.9822892,77.5962827,3
C01820,12.9509129,77.5777399,2
C01821,12.9638523,77.5866348,3
C01822,12.9891533,77.7147134,4
C01823,12.937327,77.6240168,3
C01824,12.9807721,77.5069825,2
C01825,13.0409195,77.518791,4
C01826,12.9746676,77.6362047,5
C01827,12.9897505,77.5560235,2
C01828,12.9355411,77.5131387,9
C01829,12.9122756,77.6462847,3
C01830,13.0707121,77.5912106,3
C01831,13.0640796,77.6424374,5
C01832,12.9489147,77.5678819,4
C01833,12.8694754,77.5651717,6
C01834,12.9648073,77.7143417,4
C01835,12.9070053,77.546138,2
C01836,12.9596795,77.6566533,4
C01837,12.9673099,77.6414861,1
C01838,12.9904629,77.5707293,4
C01839,13.0066698,77.5692947,3
C01840,12.9102517,77.6865068,3
C01841,13.0552092,77.601991,3
C01842,12.9203588,77.6173047,1
C01843,12.9758961,77.6227691,2
C01844,13.0265402,77.5147174,4
C01845,12.9389275,77.5524614,4
C01846,12.9980764,77.5817987,2
C01847,12.9300904,77.5858231,8
C01848,13.0448386,77.620895,2
C01849,13.016705,77.539386,7
C01850,12.9860032,77.7452869,4
C01851,12.8388981,77.6603664,2
C01852,12.9991829,77.5825259,12
C01853,12.9654514,77.5964034,1
C01854,12.9768586,77.5936735,6
C01855,12.9560242,77.5121337,7
C01856,12.9952954,77.5391057,2
C01857,12.9625591,77.6430964,9
C01858,12.9915734,77.5705023,3
C01859,13.1205677,77.6280394,4
C01860,12.8998111,77.6311996,4
C01861,12.8135824,77.5810195,3
C01862,12.9505916,77.6239594,6
C01863,12.9368551,77.7488957,6
C01864,13.0763988,77.5582777,1
C01865,13.0575915,77.5894655,8
C01866,12.9718996,77.6508166,1
C01867,12.9794606,77.6467914,7
C01868,12.997295,77.7615296,7
C01869,12.9641723,77.7124942,2
C01870,12.9831385,77.6079901,2
C01871,12.9810024,77.6029016,2
C01872,12.9664198,77.6371428,3
C01873,12.9824796,77.6078489,3
C01874,13.0297077,77.5584857,6
C01875,12.9194222,77.5783984,8
C01876,12.8927045,77.5216968,9
C01877,12.9795841,77.6055942,2
C01878,12.9079175,77.6760059,3
C01879,12.9589442,77.659719,1
C01880,12.9522688,77.5835284,2
C01881,12.9570057,77.7195724,7
C01882,13.0122579,77.5541209,10
C01883,12.9750466,77.6179321,1
C01884,12.922444,77.6652753,2
C01885,12.9201025,77.6452144,3
C01886,12.9474222,77.5986921,4
C01887,13.1038855,77.5164413,2
C01888,12.9244491,77.6741821,4
C01889,13.1520922,77.6200567,2
C01890,12.9632071,77.6413756,3
C01891,12.9236679,77.5798108,5
C01892,13.065484,77.5652857,3
C01893,13.0149612,77.6438861,2
C01894,13.0555779,77.6050535,3
C01895,12.8439333,77.6061084,3
C01896,12.9837332,77.6064388,3
C01897,13.0791187,77.4969976,3
C01898,12.9509478,77.5948162,10
C01899,13.046636,77.5278438,5
C01900,12.8922252,77.5813723,3
C01901,13.0139019,77.4966426,5
C01902,12.919785,77.5923385,3
C01903,12.9436702,77.6255521,8
C01904,12.9740758,77.5345027,4
C01905,12.931045,77.6098888,3
C01906,12.9739456,77.5361609,5
C01907,12.9692627,77.7122767,1
C01908,12.9844199,77.5885602,2
C01909,12.9927239,77.6155409,1
C01910,12.9334898,77.6184132,4
C01911,12.9702038,77.5462546,11
C01912,12.9423069,77.5705221,16
C01913,12.8378848,77.6897153,5
C01914,13.0720035,77.4995979,5
C01915,13.0068052,77.5645334,1
C01916,13.0325256,77.5409051,2
C01917,13.096802,77.5299114,2
C01918,12.9292972,77.5861487,2
C01919,13.0230791,77.522557,3
C01920,12.991443,77.571173,2
C01921,12.9404194,77.6289278,1
C01922,12.9747335,77.6079408,6
C01923,12.9305734,77.5862262,2
C01924,12.9359738,77.5433996,4
C01925,12.9698492,77.7493496,14
C01926,12.8778149,77.4966267,2
C01927,12.9780722,77.636543,1
C01928,12.9512118,77.5696962,3
C01929,12.9622079,77.5842821,7
C01930,12.9585861,77.7085301,13
C01931,12.95979,77.5339559,1
C01932,12.9165524,77.5974065,5
C01933,13.1090044,77.5802122,2
C01934,12.9095004,77.5499914,3
C01935,12.9597243,77.748301,21
C01936,12.9997425,77.5970015,1
C01937,12.9129175,77.6101638,4
C01938,12.988588,77.590296,5
C01939,12.9945163,77.6989488,7
C01940,12.9069216,77.5998856,4
C01941,12.9640596,77.7133817,4
C01942,13.0708088,77.5903818,3
C01943,13.1252792,77.4835931,4
C01944,12.9892717,77.7266513,3
C01945,12.9157227,77.649014,5
C01946,13.0384368,77.6649063,3
C01947,12.9961189,77.6155543,4
C01948,13.0373116,77.7104943,3
C01949,12.8915279,77.5776152,7
C01950,12.9144392,77.5858525,3
C01951,12.9934739,77.5713892,1
C01952,12.9719179,77.5981991,8
C01953,12.9730244,77.6054162,2
C01954,13.0834599,77.6094604,2
C01955,13.003897,77.5435549,2
C01956,12.9352842,77.567491,9
C01957,12.9956027,77.6947489,1
C01958,12.9345998,77.6239316,30
C01959,12.9462777,77.646374,7
C01960,13.022258,77.6433948,4
C01961,12.9587404,77.7476544,3
C01962,12.9180953,77.5592245,4
C01963,12.9895632,77.5877862,5
C01964,13.0836937,77.6439864,5
C01965,12.9655581,77.7187512,5
C01966,12.9173262,77.5804496,4
C01967,12.9540285,77.5912583,3
C01968,12.97748,77.511541,3
C01969,12.942159,77.551764,3
C01970,12.9670641,77.6089265,7
C01971,12.9926102,77.591676,5
C01972,12.9166871,77.6140512,1
C01973,12.9588046,77.5649867,5
C01974,13.0137061,77.5542545,4
C01975,13.0268329,77.6369701,3
C01976,12.9616829,77.6387497,3
C01977,12.9969083,77.6139947,7
C01978,12.8773772,77.6389141,6
C01979,12.9539993,77.7209651,2
C01980,12.968911,77.7499295,4
C01981,13.1619312,77.6423847,2
C01982,13.133825,77.5147156,1
C01983,12.8876554,77.5524969,2
C01984,12.8197371,77.6879196,6
C01985,12.9812386,77.5766348,6
C01986,12.9761276,77.652898,5
C01987,12.9570936,77.5098485,6
C01988,13.004052,77.5512927,5
C01989,12.964493,77.5968024,2
C01990,13.0335703,77.58797,4
C01991,12.9373617,77.6103293,6
C01992,12.9070216,77.5460891,6
C01993,12.9703247,77.749882,8
C01994,12.9370365,77.6196493,5
C01995,12.9816187,77.6079235,4
C01996,12.9564552,77.6963515,7
C01997,13.0412239,77.6245156,3
C01998,12.9072491,77.5999571,2
C01999,12.9582924,77.6043893,3
C02000,12.944283,77.6983966,2
C02001,13.0466883,77.576477,2
C02002,12.9400467,77.6179642,3
C02003,12.9790327,77.7302971,2
C02004,12.9557262,77.722126,3
C02005,13.0163759,77.5651518,1
C02006,12.9609197,77.5483084,4
C02007,12.9472794,77.583906,3
C02008,12.9917411,77.4591022,2
C02009,12.9961831,77.5642198,5
C02010,12.9790062,77.6428583,6
C02011,13.0183173,77.5645529,1
C02012,12.9358015,77.5801403,2
C02013,12.9809553,77.7116675,2
C02014,12.9995673,77.599394,2
C02015,12.9747363,77.6083147,6
C02016,12.9672282,77.5991731,3
C02017,12.9723862,77.652084,3
C02018,12.9925085,77.680311,1
C02019,12.991344,77.5382423,5
C02020,12.9209009,77.5932917,1
C02021,12.9450146,77.5964937,3
C02022,13.0362608,77.5895195,4
C02023,12.9657401,77.6042277,9
C02024,12.9680004,77.7500178,1
C02025,12.9359441,77.6322911,1
C02026,13.0755514,77.6041885,4
C02027,12.9756888,77.5358028,12
C02028,12.9941909,77.6606796,8
C02029,12.9338627,77.6304381,4
C02030,13.0838334,77.6409514,2
C02031,12.9997263,77.5495669,6
C02032,12.9515154,77.5689092,2
C02033,12.988996,77.4492145,5
C02034,13.0203163,77.6325425,5
C02035,13.048083,77.628791,7
C02036,12.9781865,77.6410876,23
C02037,12.9737843,77.6231744,4
C02038,12.9107538,77.5513427,2
C02039,12.9248167,77.6342492,3
C02040,12.9397035,77.7226865,1
C02041,12.9361617,77.4940345,2
C02042,13.1038518,77.5742208,2
C02043,12.9570576,77.743658,2
C02044,13.1059972,77.5821043,4
C02045,12.9176033,77.5359611,2
C02046,12.9437964,77.5947161,7
C02047,12.9794328,77.6062662,3
C02048,12.9781461,77.6417223,3
C02049,12.9682756,77.578859,3
C02050,13.0087063,77.5714127,4
C02051,12.8213399,77.6874371,6
C02052,12.9191579,77.5838237,2
C02053,13.0708754,77.5901927,2
C02054,12.9406698,77.5644596,3
C02055,13.0168799,77.4372605,1
C02056,12.971294,77.610741,2
C02057,12.9508621,77.5697917,2
C02058,12.943888,77.6517988,6
C02059,13.0056398,77.5693183,4
C02060,12.960813,77.6659653,4
C02061,12.9730133,77.6480111,6
C02062,12.9974074,77.548344,3
C02063,13.0144859,77.6938792,4
C02064,13.0437494,77.5531728,3
C02065,12.8991094,77.6310713,4
C02066,12.9237888,77.6514946,2
C02067,13.0070272,77.5544037,1
C02068,13.0194557,77.6280049,3
C02069,12.940021,77.5651693,9
C02070,12.9492177,77.6114425,6
C02071,12.9735567,77.5372187,7
C02072,12.9736587,77.6935433,8
C02073,13.1209301,77.6164782,4
C02074,12.9648408,77.5990411,4
C02075,13.0967956,77.5868998,2
C02076,12.9750675,77.6063208,3
C02077,12.921587,77.5885957,5
C02078,12.9372836,77.7460263,8
C02079,12.9773593,77.7527343,3
C02080,12.9781291,77.6755345,2
C02081,12.9199404,77.5835609,3
C02082,12.9595322,77.7323946,5
C02083,12.9643262,77.5404059,1
C02084,12.9152682,77.6491349,1
C02085,12.9746722,77.6068015,2
C02086,12.9405431,77.6245299,1
C02087,12.9553102,77.6486592,2
C02088,13.0309414,77.5602591,3
C02089,12.8613977,77.7321829,2
C02090,12.9254608,77.6760002,9
C02091,12.9705879,77.6456995,4
C02092,12.9258733,77.6947064,4
C02093,13.0513621,77.6208589,5
C02094,12.9260154,77.5641098,1
C02095,13.0178271,77.5566758,7
C02096,12.9749878,77.6412398,3
C02097,13.0161627,77.4565858,5
C02098,13.0595303,77.5898758,2
C02099,12.9724387,77.6493046,1
C02100,12.9846048,77.5917008,6
C02101,12.9746467,77.6407912,4
C02102,12.9809557,77.7344522,2
C02103,12.9420509,77.6279318,2
C02104,12.9473435,77.5880273,7
C02105,12.9077471,77.6404352,1
C02106,12.9220988,77.6636844,10
C02107,12.8749338,77.6688773,2
C02108,12.9262618,77.7262089,5
C02109,12.9398026,77.625213,3
C02110,12.9664617,77.6417179,5
C02111,12.9974984,77.5489491,2
C02112,12.93656,77.5804636,3
C02113,12.965702,77.5962731,3
C02114,13.1086111,77.5920466,2
C02115,12.9365256,77.624011,6
C02116,13.0240498,77.5506756,2
C02117,12.9532606,77.5848667,3
C02118,12.9188899,77.6010466,2
C02119,12.9260627,77.6173123,1
C02120,13.0199191,77.421894,3
C02121,12.953839,77.693524,18
C02122,13.0977818,77.5779051,6
C02123,13.0709035,77.5912837,3
C02124,12.978436,77.5753365,3
C02125,13.0562455,77.6115282,3
C02126,13.0039628,77.5507974,5
C02127,12.9463798,77.649199,1
C02128,12.9588581,77.7200381,7
C02129,12.9644573,77.6257739,5
C02130,12.981682,77.6394877,5
C02131,12.98227,77.6393458,5
C02132,12.9249765,77.6338267,3
C02133,12.9867897,77.7385676,5
C02134,13.0499324,77.5980885,5
C02135,13.0202419,77.6516186,3
C02136,12.9205403,77.6207639,2
C02137,12.9347048,77.6167408,4
C02138,12.9483651,77.5685364,10
C02139,12.9800429,77.7270481,1
C02140,13.0989732,77.5768833,1
C02141,12.924326,77.640405,4
C02142,12.9132871,77.636336,3
C02143,12.9843238,77.5984752,4
C02144,12.9835609,77.6064216,4
C02145,12.9575611,77.6550565,3
C02146,13.0007892,77.5264728,9
C02147,12.9594511,77.6860938,1
C02148,12.9354308,77.536173,2
C02149,13.0637236,77.7428976,3
C02150,12.9869297,77.5379432,1
C02151,12.9678926,77.5787208,3
C02152,12.8839233,77.5699167,11
C02153,12.981735,77.5949469,3
C02154,13.0232887,77.6005444,4
C02155,12.9254499,77.5969588,1
C02156,12.9371245,77.7021252,2
C02157,12.9955091,77.5546879,3
C02158,13.0982707,77.5693824,3
C02159,12.9573855,77.7155825,8
C02160,13.0709714,77.5899097,5
C02161,12.9568911,77.6989534,2
C02162,13.0078642,77.6932596,4
C02163,12.9938978,77.7006253,5
C02164,12.9232925,77.6413495,7
C02165,12.9206634,77.5846231,10
C02166,12.9070546,77.5985562,2
C02167,12.9178594,77.6450844,2
C02168,13.0677872,77.5445642,1
C02169,12.8980875,77.6182846,3
C02170,13.0241471,77.5640331,5
C02171,13.0321385,77.5589552,7
C02172,13.0332219,77.5549236,3
C02173,12.8256541,77.5140897,3
C02174,12.9643756,77.6371873,4
C02175,12.8785727,77.5151455,2
C02176,12.9229728,77.4842926,14
C02177,13.1016338,77.7761186,1
C02178,12.9222477,77.6652967,4
C02179,13.0234006,77.6370441,14
C02180,12.9568587,77.7411055,3
C02181,12.9494898,77.5962984,3
C02182,12.917138,77.5834066,3
C02183,12.9674209,77.71461,3
C02184,12.9600641,77.6454368,9
C02185,13.0856034,77.4650694,1
C02186,12.9946266,77.5713267,10
C02187,12.9744657,77.533511,1
C02188,12.9759386,77.7266593,3
C02189,12.9977063,77.5486255,2
C02190,12.921998,77.6496507,5
C02191,12.9532899,77.5841847,1
C02192,13.12372,77.6391095,5
C02193,13.0538903,77.6020598,14
C02194,12.9106208,77.4835688,1
C02195,12.9420196,77.552003,4
C02196,12.9714782,77.7056939,2
C02197,12.8828951,77.5660649,4
C02198,12.9501789,77.5367088,3
C02199,13.0810569,77.5597552,2
C02200,12.9622589,77.6189861,5
C02201,12.941581,77.617208,12
C02202,12.9919338,77.5384148,3
C02203,12.900149,77.5729534,5
C02204,12.9317194,77.4246608,1
C02205,13.0249229,77.5928698,2
C02206,12.919343,77.5915357,5
C02207,12.9813077,77.603053,9
C02208,12.950946,77.6395817,4
C02209,12.8568559,77.5888492,3
C02210,12.9707215,77.6506068,3
C02211,12.8379199,77.6453736,1
C02212,12.8791713,77.6454925,5
C02213,12.9754185,77.5884363,6
C02214,12.9726629,77.5356748,2
C02215,12.9425718,77.747182,2
C02216,12.9654486,77.7181879,4
C02217,12.9070993,77.5825707,2
C02218,12.9644446,77.5552913,3
C02219,12.9567265,77.55459,14
C02220,12.9511843,77.5919036,3
C02221,13.0373232,77.5655573,3
C02222,12.9755765,77.5868641,2
C02223,12.8185575,77.6986146,6
C02224,12.957105,77.7008014,3
C02225,12.9459206,77.5815291,2
C02226,12.9520859,77.4999894,8
C02227,12.8602377,77.7922858,9
C02228,12.9042565,77.6273176,2
C02229,12.9568699,77.5328068,1
C02230,12.972617,77.6266243,7
C02231,12.9717545,77.6470421,2
C02232,13.1631789,77.6289541,6
C02233,12.8571946,77.540965,1
C02234,13.0056657,77.756275,6
C02235,12.9539479,77.584564,1
C02236,12.858608,77.6978656,6
C02237,12.9913189,77.7214827,3
C02238,12.9267912,77.6817432,2
C02239,12.948787,77.708447,2
C02240,13.0084764,77.549127,5
C02241,13.1991186,77.7195388,4
C02242,12.8165755,77.5669138,5
C02243,12.9755345,77.6413688,13
C02244,12.9306927,77.5810167,1
C02245,12.9761778,77.6026564,10
C02246,12.9322647,77.5890953,4
C02247,12.9913781,77.5711009,2
C02248,12.9748177,77.6831756,1
C02249,12.9538673,77.5849624,3
C02250,13.0042893,77.5513853,6
C02251,13.0075282,77.5488826,3
C02252,12.9602381,77.531172,10
C02253,12.9812208,77.7100707,1
C02254,12.9364505,77.5839634,3
C02255,12.9641246,77.7140716,1
C02256,12.8006459,77.5728914,4
C02257,13.1992334,77.7409295,6
C02258,12.9577719,77.6719156,2
C02259,13.0790883,77.5588656,1
C02260,13.0152989,77.6663585,4
C02261,12.9816856,77.6083084,5
C02262,12.922965,77.5893788,4
C02263,12.9443231,77.5044462,8
C02264,12.9133476,77.6101635,2
C02265,13.038839,77.5308674,5
C02266,12.9262764,77.6698353,8
C02267,12.93893,77.6189888,1
C02268,12.9169333,77.5802356,4
C02269,12.8236709,77.6851254,2
C02270,12.9484875,77.6995739,3
C02271,12.8833878,77.5837275,4
C02272,12.9543469,77.5840455,2
